X_lem_aug,y_lem_aug
great interview bloomberg tv ipad2 kick apple,0
cool google basically foing version apple event showing ton new product feature,0
cool potential non text application iphone awesome,0
pair nice back back talk morning interface design ipad future touch general,0
hope everyone awesome weekend know giving away great apple prize,0
free itunes album featured artist grab missed,0
apple take bruise panelist well regarded sustainability space corporate sustainability reporting transparency,1
apple like pay apple like barry diller,1
daily ipad going evolve still impossible download 20 mb downloads,1
ipad go sale 3 pm looking 32 gig color preference,0
mayer come sans intro still get cheer techrockstar launch google priority location fast fun future,0
free itunes featured artist sampler free music,0
apple save set open pop store cnet news,0
apple save set open pop store apple,0
holy smoke ipad2 replacing flip cam default video capture device beautiful elegant apple,0
google presentation mayer sale pitch fail,1
google presenting hotpot austin convention center w,0
omgz makeshift apple store gold gym,0
sooo design ipads session hour long ad buy ipad apps amismarternow,1
ipad design headache take two tablet call panel excited hear live,1
awesome rumor apple opening temporary store downtown austin,0
awesome hear marissa mayer acknowledge google map need increase support product b c incorrect route,1
wow shakespeare pub 6th st delete button iphone video camera,0
madness already downtown 1st day apple popup store seems brisk biz,0
ipad success apple popup store austin apple,0
sxxpress line almost long apple line,1
awesome restaurant week app iphone austinites,0
fun meet folk couch couchfan app made ipad lovesit,0
anybody get ipad downtown apple pop store yet trampling letushopenot poppop,0
killer meet ups new old friend today apple microsoft solo killer many letschangetheworld,0
complete io dominance compels apple open frickin temporary apple store downtown austin week,0
ipad queue epic,0
even cabby tech savvy iphone streaming twitter,0
freaking everyone ipad iphone 4 mac wow,0
ipad review seem range wait until012 3 4 5 shat fan boy knickers,0
amazing new app mobil worker iphone app telework,0
love new ipad seems much faster fluid original seems natural hold excited use week,0
love new iphone case featuring glad got case zazzlesxsw,0
awesome new version iphone new web site coming want demo meet pls rt,0
exposing iphone horrendous battery life,1
novelty ipad news apps fade fast among digital delegate aron pilhofer nyt khoi vinh medium,1
day one coming close lot good stuff looking fwd tomorrow coolest far google location map plan feature,0
outside 9 30 panel 75 people skip barely get anything work iphone need shrink 10k people,1
imagine every company the0 concept like google bavcid,0
novelty ipad news apps fade fast among delegate,1
stuff great love seeing guy think outside box google doodle googledoodle,0
2 year time saved every day people qho use google map route around feature,0
pollak much trouble sell apple duh sxswbigbrands,1
feature iphone week,0
kick giving away ipad visit fb page enter,0
showing ipad pretty much like showing puppy anywhere else get fawning attention dont ha,0
turning twitter ipad forgotten,1
showing uzu ipad app tapworthy,0
kicking w talking ipad design headache,1
wifi working laptop neither 3g iphone grrr,1
awesome first day apple approved new app go download check blog big stereo ipad2,0
ipad flight wifi sitting behind ready shiner,0
good app party people party crasher release android app cluster,0
prepping attending without iphone dehumanizing experience,0
platform concertgoers launch android app time mashable,0
ipad2 3 week w ipad since gave withdrawal,0
grateful aclu google earplug right,0
line apple popup store stretch around block guess getting ipad2 today,0
big line google bing session people line saying one ballroom,0
line ipad2 pop apple store outlandish entire week,0
life get ipad sync session partial iphone fine ipad deciding want,1
ze frank missed childhood walk project google street view enables stunning revelation,0
friend austin buffalo new ipad,0
learning google afternoon woot,0
cab ride hell get apple store mall sold getting dinner figure get back hotel,1
two guy google doodle team talk fun making homepage pretty,0
woman front etch sketch housing ipad awesome,0
frontend dev talk way turned head far could see single non apple device cor,0
installing android get vip pedicab treatment,0
giving 100 next person come tell cool android look around look hard,0
navigating crowded party suck way worse everyone walk around face iphone adpeopleproblems,1
nice able use usb charging cord plug add juice iphone dfw,0
mullenweg admits iphone app wordpress good yet true respect honesty awareness,1
big buzz year ipad course group chat text service like group yobongo know fb,0
best thing heard weekend gave ipad money japan relief need ipad,1
regretting bring ipad seeing lot time would useful especially battery life woops,0
loving apple pop downtown office long last u local,0
lining get ipad apple pop store much long line,0
gadget addicted apple fanboy manage come home without ipad suspense intense intense suspense,0
stay charged visit mophie booth 1406 08 great deal juice pack ur iphone stay tuned flash giveaway,0
changed mind need ipad infektd need wider screen detect zombie,0
nieuwe regel google tweet new think speak mark belinsky 911tweets panel,0
apple genius pun intended check,0
genius may actually buy ipad tomorrow apple temporary store downtown austin,0
well forget nfl lockout right gonna focus getting shinmy new ipad 40min apple make happy nfl,0
getting new ipad flash apple store,0
google goggles location could tell example history building looking augmentedreality,0
google goggles may new fave thing,0
food4thought juxtaposed ipad rocking lybian rebel thwarted gorgeous day la japan reeling,0
tech lightbox photo want new android camera app although android adoption technology,0
quit fighting ipad2 apple store w 59 others,0
tm litle girl want ipad guess got get one checked apple pop store,0
got given free portable iphone charger sweet thx powermat,0
glad got faulty iphone go well everyone battery dy 5 time quicker hope know,1
google party badge suckas,0
google wired party fun good info conference aristotle developer could taught developer session nxt year,0
google tweet new think speak mark belinsky 911tweets panel,0
google circle social network idea sound like plan,0
google circle everyone going around circle,0
google many product need condense fyi nine mobile product,1
google look technical solution great community human solution,1
google map best true dat double true google,0
google map even cooler thought,0
google map route around traffic saving user year every day marissa mayer,0
google party austin texas entry received anti privacy law petition sunglass free beer,0
google launch major new social network really dont need another social network,1
ipad design know value white space tapworthy gsdm,0
ipad design headache interface metaphor look like book make behave like book simple stuff often forgotten,1
ipad design malady ipad elbow hate ipad back button heat million sun tapworthy,1
ipad design panel good,0
ipad design session packed hilton salon j w 1 others,0
ipad design talk great ran late haul as get ballroom innovative design biomimicry,0
go still using iphone 3g oldschool novideo veryslow,1
gonna getting ipad2 apple store today bet que getting bigger ipad2 bet,0
good job went home watched season 1 guild suck tweet abt iphone hijack top tweet lol,1
google calendar getting little control,1
google circle lame 3,1
think google lost way caring much business instead user tim reilly pnid,1
day google map saving two year user life,0
spotted google map street view car wonder able find map one day,0
saw google speak creating search engine tht recognize picture artificial intelligence,0
us google tv room nobody raise hand packed room socialviewing session,1
google advertising check thing au,0
whoohoo got new ubersocial iphone app store includes uberguide cont,0
sweet got ipad nerd joke,0
great news u twit crew apple building temporary store sxsw011 u get ur ipad 2,0
great stuff fri marissa mayer google tim reilly tech book conference matt mullenweg wordpress,0
great time google party,0
totally agree check googletv ipad apps connected tv connectedtv fascinating,0
prop gsdm big g google great crowd agency space bluezoom give run,0
security guard enjoying ipad2 apple store austin ipad2,0
guess ipad unsix tweetup thanks happydance,0
busdev guy come ipad2 line ask wr feel ipad2 good discussion iads apple crazyco,0
homeless guy outside pop apple store holding sign saving ipad ask photo,0
technology apple opening pop store austin geekfest apple brian lam thousand tech,0
technology apple save set open pop store despite two austin texas location tech,0
technology apple school marketing expert thousand town demonstrate social tech,0
technology even begin apple win past week major dilemma tech,0
lunch cnngrill view html5 dev trench android painful io sleek,1
open graph repair damage google title tag microformats,1
party dj jo playing red bull bpm ipad courtyard,0
wow much hirer expected 40 google map use mobile,0
last month discovr ipad midem time discovr iphone climbing app store chart,0
math flight leaf 6 45 clock go ahead iphone alarm go time miss flight,1
awwww yeah congrats winning last ipad case boyfriend aw cbatsxsw,0
ha feel like person non mac ipad,1
ipad2 hand thanks popup apple store first impression may lemon backlight bleed thru bottom,1
enchanting offer likeability virgin air trustworthiness zappos great product apple,0
enchanting offer likeability virgin airline trustworthiness zappos great product apple,0
hard time tweeting using iphone using ipad much better hisxsw,0
interesting presentation ipad helped disability insightful poursite,0
bing icanhas fire still going keep searching google though thanksforthebrandedshades,0
google analytics 58 967 visit ipad iphone ranked top 5 way people access newsapps,0
trend tomlinson seeing age ipad owner higher expected say 55 demo newsapp,0
must app ipad going hollergram,0
seen temp apple store going downtown would stream instead,0
wow apple popup store downtown austin real let,0
free itunes store track featured artist grab gone thanks apple,0
checked apple store line way man line long toolongforme,0
amazing amount app update ipad today kick,0
beware android app schedule completely innacurate walked hyatt reason sxswfail,1
back big apple need wean new foursquare addiction thanks people really care nah,0
google future power paired augmented reality contextual reality pnid,0
data new oil company like google facebook monopoly term service wary,1
nick time get iphone eventseekr app,0
nice im heading barton creek get mackbook pro waiting outside apple store ipad2 woohoo,0
hear marissa mayer google speak 3 row back cool google,0
heard android app bizzy challenged tdg check read,0
heard apple going open special store expecting lot customer,0
kara swisher apple stylish fascist company america,1
hey eric pop apple store nice long line tech savvy folk ready spend hard earned,0
hey mark sleep bring home shiny new ipad would ya,0
hey taariq howdy texas fav app far official one android get iphone usguys,0
hey anyway get text update cool pocket google machine phone,0
behind android race 1 smartphones technology mobile,0
genius behind google circle real life social graph network v2 view document paul adam,0
fashion essential 2 ipad plus mobile phone chronicling witty tweet unlocking mayor badge taking photo hootsuite owl,0
threw together keep ipad attempt keep hour stuff weekend,0
apple white earbuds good symbol need social proof ipod launched knew new toy guykawasaki,0
well cashmore gave new ipad crushing non endorsement checkins ouch,1
iphone android apps keep grooving,0
rip iphone 4 june010 survived severe drop could evade drowning,1
95 iphone droid apps le 1 000 downloads total,1
self respecting apple fanboy attend interactive event year without ipad2,0
learning get personalized recommendation using google hotpot,0
fri dinner enjoying twitter abuzz possible news google circle launch may happen,0
google show super fast google map mobile 3d rendering,0
new whrrl app live iphone app store android marketplace get hot time,0
new whrrl app live iphone app store android marketplace get hot time via,0
bought mophie juice pack iphone solely cool kid,0
bought ipad2 downtown austin apple store 5 min wait line get salesperson darryl excellent,0
bought ipad impulse must something water,0
bought ipad 15 minute apple store w 3 others,0
great night interactive party congress ave amazing apple store apple,0
bought one last ipads apple store downtown austin sold done purchasing,0
bought last ipad 3g 64mb apple pop store,0
passed huge queue ipad design boomer way mobile apps learn comic book also full,0
social technology amazing google set person finder english japanese,0
agree apple stole little part show exciting new biz concept,0
fully expect ipad shamed,0
tomorrow go back apple store sigh,1
got impression plan stand line ipad march5th though,0
hate typing ipad yeah ken calhoun man real deal bringing laptop sun,1
feeling many shiny new ipad 2,0
heard got first ipad 10 5hrs austin,0
hope year festival crashy year iphone app,1
know premature tweet love see pic apple pop store,0
meant itunes work ie run apple software even would run ubuntu desktop dl,1
outdid time tech fail iphone broken might worst thing ever happen,1
crowley really want new ipad time get checkins ketchsx,0
think might quit resume tonight ipad iphone tethering happened better time,0
used think started making great apps official app ipad blow version site away,0
want ipad case sxswbuffalo,0
5 30 line around block decided forgo ipad goodness food apple,0
wish liveblog iphone app wordpress plugin ready quite,0
say yes facebook google implementing brightens future good impact search,0
glad ipad think,1
going let meet use yet android phone show work,1
guessing android app time,1
dang touched ipad want sigh,0
josh williams said farmville success wakeup call game build iphone thing going,0
totalitarian thought action people worldwide come austin tx decide spend time line apple store,1
rediculous overflow line ipad session sxswsmall interesting talk like said miss ipad talk,0
ridiculous see someone taking photo session ipad cannot wait see concert use silly,1
wooooo mention released discovr iphone time new feature,0
like said peep taking picture ipad looking ridculous still want one,0
lie chance watch people actually using ipad make want one,0
movie star moody director well fine guy really attracting crowd one showing ipad,0
google try give doodle whimsical fun spirit googledoodles,0
wonder apple intentionally scheduled ipad2 release coincide steve job crafty genius,0
stay away apple store tomorrow,1
make feel better google wannabe fanbois acting like giggling schoolgirl front marissa mayer day,1
wonder anyone snagged ipad supposedly apple store somewhere campus,0
related u verizon u better bandwidth issue blackberry always tweeted iphone dawdled wjchat,1
pull name contest win ipad ipad2 cash suckling pig dandy shirt hold 4,0
biggest line buy ipad every compan open bar,0
pinoy insight conf conf mobile ipad app great use even plan day friend,0
ipad design ui tip button hack approach skepticism tapworthy,1
iphone amigo app change broadcastr bestappever,0
farmer like blackberry smart phone iphone last long farm mobilefarm,1
tablet like ipad xoom touch emulates mouse click keyboard input mean yet gswsxsw futureoftouch,1
techie fail one panel moderator europe say spent 3000 roaming charge iphone sxsw010,1
google building real time engine monitor illegal deforestation real time tech4good,0
google connect digital physical world mobile via,0
content move back browser replicate work ipad u press one button,1
marissa miller google make shout khan academy great thing education fmsignal cc,0
time atx apple open pop store debut cool amex partnership even start till fri,0
jut time group texting war heat fast society launch new android app update iphone app,0
time launch unofficial insider guide iphone nice bynd,0
100 line apple pop store everyone waiting ipads first guy arrived 6 30am 36 degree badge everywhere,0
standing line 6th time ipad2 apple popupstore,0
wandered google doodle presentation see presenting fun,0
wait line apple store ipad,0
mad mad line still apple pop store austin ipad2,1
geek influence hit new high yesterday apple opened pop store sale ipad,0
foodspotting iphone app success finding food crave,0
giving away shiny ipad quotables simply sign entered automatically ipad2,0
good morning everybody ipad take video via mashable apple,0
volunteering lot boring expected thumb already getting tired extreme iphone usage,0
bored keynote ipad,0
debuting new iphone droid app next year make phone waterproof light cigarette,0
adding schedule android go app handy,0
google using starry night demo streetview like art project like inside brain,0
thinking may actually take laptop ipad alone may enough trip,1
amazing apple pop austin store executed quickly 1 week via,0
sporting new 3 io iphone get install time ever 4sq,0
playing w windows7 phone animation better iphone look interesting,1
ok definitely need ipad gadgetenvy,0
wow think person go buy new ipad yesterday new one thin,0
brain zombie content google get enough contentrules,0
groupme win best group messaging app fastsociety iphone iphone4 texasevery,0
coinsidence sound like good strategy wish could go,0
instagram iphone moment mister cool different get evo suck,1
good point love apple come cool technology go conference,0
fun interactive map google party,0
lol interesting next platform flipboard iphone team started working,0
hmm ipad interface talk ux research hmm like sound politics behind html5,0
interviewed far cat totally agree ur comms apple brand love word,0
ran apparently tell bizzy android app remedied cc,0
settling first session battledecks missed last year would perfect time hollergram ipad app,0
mt agency push google direction never would gone say creative lab strategy director,0
booth ready tradeshow tmr android party,0
hey cool iphone case zazzlesxsw fastcompanygrill,0
hey iphone love turn art iphone case let u know zazzlesxsw,0
new iphone android service fee booyah gitchococktailon,0
ipad session full loved energy formation hyatt hall way overflow session rebeltv,0
hey got invited new group android app keep crashing try join wtf sxswfail,1
iphone app unreal clicked location leanstartup person tell still seat,0
fyi working iphone app looking release summer hopefully flipboard,0
rt online first ipad wild,0
vip apple store nerdheaven,0
registration android market approved lmndst startupbus,0
hey twitter need way u disaster area filter thing like ipad right really care,1
hey grill come create customizable iphone case tweet,0
hey roll tractor trailer full ipads bet would sell entire inventory justsaying,0
hey app download android app market head,1
good session year time saved every day people qho use google map route around feature,0
best session seen far morning music ixd designing ipad interface winning,0
domo io android got released domo tonchidot boom,0
getting hip new android apps preparation hangover3 also known apps rock sock,0
zomg ipad p look everyone zomg got ipad first day,0
git yer ipad even begin apple win via,0
guy ipad taking photo slide awkward,1
heart ipad,0
ipad app getting panned design trumping content rightfully,1
using ipad set list band,0
using ipad set list band,0
ipad decision lug laptop feel like missing right arm left arm since southpaw,0
many ipad2 think apple could sell attendee set pop store convention center,0
line ipads look bad waited 6 5 hour iphone 4,0
iphone app awesome lineup amazing really looking forward hanging guy,0
iphone app leading pack android blue user growing sxswmobileapps,0
fuck iphone new ubersocial iphone app store includes uberguide,1
awesome iphones etc wifi frozen tmobile teathering android g2 work like charm,0
inspiring heart session iphone app design far thanks,0
talk mistake made building netflix iphone netflixiphone,1
go get app fast new ubersocial iphone app store includes uberguide,0
else excited possibility google circle anybody austin give u update goog,0
insane even reason go appletogo,0
bad news cost 1 000 louis vuitton iphone app called amble digitalluxury,1
looking lot better iphone good see occasional tweet,0
row morning two people hand writing note one person blackberry pc proof apple monopoly,1
favorite iphone app moment make feel creative planning using,0
discovr available iphone thanks,0
ipad available online ordering go get ur,0
kid ready backpack ipad one need come mommy let go austin,0
talking mobile phone google earth fb empowering people fight back middle east dictator,0
ipad device moment wireless power next essential technology api king,0
cool apple opening temporary store ipad2 launch,0
working tablet ipad app demo yet excited sxswmobileapps accesssxsw,0
loving hello holler gram ipad via,0
many publisher ipad content enhancement like th worst david foster wallace footnote kinda interesting mostly irrelevant,1
fiendishly clever pop apple store selling ipad 2 apple store photo,0
iphone crisis phone stuck silver logo screen last 15 minute help,1
must resist buying ipad2 really want notionink adam instead apple store launch,0
exhibit hall open visit emc chance win ipad,0
good question brand answer probably except apple course maybe netflix,0
gotta admit apple pop shop thing pretty brilliant someone aapl know,0
cant wait give samsung people demo horrible terrible google nexus phone,1
pull website iphone awesome glad wasted time festivalgenius notsomuch,1
said even better iphone w verizon revenge 4 yr ridicule glad verizon customer,0
unlisted apple store suddenly appears corner 6th congress apple ipad,0
know bad un rsvp see use calendar iphone fml,1
crazy loving never seen many apple product thick rimmed glass one place,0
next step google becoming skynet,1
excited giddy announce music withme android available android market,0
hanging checking awesome new iphone app ask around six lounge w 10 others,0
playing fave new iphone app wow rock next week,0
dancing google 80 party truth need girl joint,0
keep new japan quake iphone nhk world tv live,0
filming ipad much cooler lame iphone live show,0
playing ipad black white,0
mayer admits google need step one one customer service would set amazing precedent fh,0
maybe little excited seeing bear creature iphone v evo video er priority,0
exclusive apple ipad review still better rest bnet biz ipad2 apple ipad,0
would give apple stock like slim,0
giving away ipad x box book techenvy,0
netflix iphone app built ridiculous deadline big mistake tech part agree,1
met jared android meetup big android fan,0
jealous love apple store,0
google j implementation pac man game logic really cool see really neat original game code recreated j,0
checking iphone app nice check fun,0
gave great 15 minute preso designing android mccannsxsw,0
got ipad apple store thank much,0
got go iphone app,0
saw lax heading wife iphone ipad download app freespeech,0
started using android app totally killer service think huge hope server ready,0
synced ipad2 full apple joy,0
html5 shirt google saying easeljs favorite canvas library thanks brah,0
great talk google doodle end hand printed signed doodle,0
weinschenk bankinnovation next battle going happen apple google verizon att great point totally agree,0
32gb black stock yes ipad2 austin apple,0
talk ipad design great example insight picking copy book,0
look blue hair got free android phone info sticker allhat3,0
great talk designing good tapworthy ipad apps may actually pick book,0
hollrback released iphone user grab app hollrback com,0
first talk day ipad design headache,1
great talk using game mechanic get user engagement google rocked,0
come check ipad app demo arm sxswparty mon sxsw2011,0
tech check podcast android pass blackberry big twitter fail cnn,0
tech check podcast south southwest android pass blackberry big twitter fail cnn,0
two week pop apple store downtown austin time ipad2 cool,0
first book purchased new ipad thank economy wait crushit afternoon tye,0
josh clark hate ipad back button heat million sun tapworthy,1
josh clark ipad ui talk fabulous full objective critique insightful suggestion,0
join friend ur city end win ipad c mon help chng world,0
hannukah miracle morning uncharged iphone still 55 battery,0
sound like job detail new bomb iphone app would love early adopter,0
sound like job detail new bomb iphone app would love early ado,0
sound like buzz rebranded w inner circle google launch new social network circle,0
take hand iphone even charging zero juice left appleaddiction,0
heat tracker cool heatmap iphone app overlay foursquare everything fire,0
ipad2 take line already halfway block around noon craziness via,0
google take mantra dont evil heart yet pride product make guilty 7th deadly sin superbia,1
apple marketing still impressive,0
got turkey random apple fan bought lunch everyone line popup apple store ipad2 cc,0
really liking iphone app thanks making event app appears work well,0
survival kit provided folk line apple store morning genius,0
know awesome ipad iphone app likely appreciate design also giving free t,0
playhopskoch apple app store well android market getting ready rock,0
desktop publishing saved apple pagemaker gift god,0
feel better 106 1st day ipad store sold everything except 64gig wifi white,0
device ipad one hang entire day 37 remaining others died hour ago,0
new social network google news abuzz launch googlecircles,0
new social network may debut google circle eatdrinktweet done yet,0
new social network may launch 2day google launch major new social network called circle possibly today,0
msft panel touch interface show bunch tablet ipad dontbehatin,0
take time others catch ipad tapworthy,0
super cool apple pop store office building austin,0
prize apple product sigh,1
2nd place fandango karaoke 1st prize 1 yr fandango tkts useless canada 2nd prize useful ipad,0
laptop think may go ipad laptop today cont,0
josh clark session ipad tablet development first note ipad leisure planning restful device tapworthy webvisions,0
last least get copy stupid game plus iphone also special price,0
cool latest version google map mobile 3d building sure mapped au detail yet,0
launching gowalla 3 droid push 4square groupon,0
ipad sold retail store except pop store austin igottagetit,0
ipad2 sold 70 went new buyer wow via,0
stock mophie juice pack apple temp store open austin ipad launch via,0
held new ipad envy baby still working well,0
man google launch circle talk striking iron hot,0
lovin apple ipad2 apple austin,0
cant handle traffic dear app iphone sucked day crashing,1
love google analytics thanks follower took time check new post,0
double buzzing issue iphone io 4 3 getting annoying news iphone may fly across room gr2l2,1
chris poole 4chan recommends google refrigerator magnet game cute shared experience game sxswmoot,0
tech apple head set temporary store austin,0
apple elegant fascist company america flipboard,1
google launched next social medium flop yet,1
apple like pay apple like barry diller acc ballroom pic,1
google map mobile demonstration rocked world uosxsw marissamayer,0
wow google map mobile v5 demo nice,0
google name built gettinng stuff trying user see work marissagoogle,0
tech apple opening pop store austin,0
gsdm google party hook,0
apple picked great venue launch new ipads,0
cool apple set 5 000 sq ft temporary store sell ipad,0
popup apple store open love going right middle action via,0
apple store run day boo apple,1
japan apple store serve rallying point massive quake entry friend house,0
love google street map getting idea everything relation austin convention center alamo drafthouse cinema,0
cool apple open temporary store,0
nice apple open pop store across office,0
dear google photobooth suck,1
apple elegant fascist corporation america today kara swisher flipboard,1
google bing q panel like world expensive seo consultation,0
temp apple tore set yay austin tech,0
learn design headache ipad,1
ready learn designing ipad interface new navigation schema uxdes,0
plane leaving never seen many apple device one plane,0
google celebrating pi day style,0
spark selected finalist team android choice award austin 3 13 please come support,0
yeah googlegays get sxswsex popular gay dating app grindr android grindr,0
barry diller say ipad magazine like daily make sense,1
barry diller say silly write content one form factor apple like get money,1
barry diller truly emotional thing ipad harlow ipad2 diller better,0
barry diller pragmatic straight forward nice look like want u grab pitchfork v apple,1
let go apple store score ipad widfy,0
go let rate review session although experience iphone bit torturous,1
clever ipad2 come first day pop apple store right indoor town austin clever,0
aron pilhofer new york time endorsed html ipad newsapps asked u tweet actually said,0
mean sliced bread great google bread going revolutionary,0
si julie life death rockaroke struggle win ipad fandango party hole bad religion far,0
want likability virgin trustworthiness zappos product apple pnid enchantment,0
look like laptop dock motorola atrix android phone att awesome,0
partying like 1986 last time privacy law updated google aclu maggie mae pic,0
first line store ipad2 apple store pic,0
mad long line google party maggie mae hope worth 80 theme optimistic,0
apple selling ipad california great building cult following,0
killing chevytweethouse ipad dj,0
ipad2 delivery pop store quite possible,0
never realized story meaning behind every google logo cool loving hearing googledoodle team gsdm,0
ipad taking prepared fun weekend career,0
google eat rhizome sxswk hilton,1
omg still line new ipad n dieing hunger else line,0
welcome ipad owner new used ipad owner room everyone party postpc,0
google launch facebook competitor circle today thought creeper half friend world disappointed,1
suck google preview major new social service circle today,1
google take world acc ballroom w 97 others,0
look people ipad 1 shame,1
want yall know apple built pop store 3 day selling ipad2 wow,0
yes gowalla win best andoid app team android choice award thanks,0
hello holler gram come take look new first ipad app hollergram,0
realllllllly need upgrade phone haha 10 iphone apps probably need use,0
feel silly cannot figure update mobile app android seem option bottom left button,1
really good look ie9 today apple fanboy impressed,0
really hoping would bring android version oh well maybe someday long time,1
overload info delivered google kill discovery google say ppl lose curiosity wonder need serendipity,1
downloaded ipad app countering jetlag austin,0
downloaded go app android market let get ittttt,0
downloaded asddieu app preparation pumped need check app event networking,0
lol apple pop store ipad flying shelf hipster feeding frenzy,0
wow long queue people apple pop store bought 3 ipads room nokiaconnects,0
look new ubersocial iphone app store includes uberguide,0
look like could get ipad2 apple,0
expect lot buzz ipad since come tomorrow support flash maybe elonsxsw,0
kinda jealous ubiquity ipad,0
lot love google apis session visualizing government data including map map api fusion table refine,0
love ipad2 got one pop apple store attendee,0
love come getting login authorization error almost every time open app iphone,1
apple employee psyche line pop shop moment ipad go sale,0
apple employee showed force popup apple store ipad2,0
luckily pop store,0
hey lucky dog ipads check holler gram app,0
failure google buzz google latitude google circle seriously google need concentrate search fail google,1
lustre pearl teamandroidsxsw cause love android geek,0
mr heavenly aka band w michael cera ready rock bat bar iphone camera de rigeur,0
timely bing search engine share continues rise 13 6 google still top 65 4,0
hmm 9 right brain mwrc11 left brain 9 10 attendee mac ipad,0
finally get everyone buy facebook google introduces circle fair stop innovation people,1
finally get everyone buy facebook google introduces circle fair stop innovation people,1
really long line get aclu google party sure wait,0
beautifully smart simple idea wrote hollergram ipad app,0
know late game really dig flipboard ipad,0
sad missing ipad launch south sound chill ipad jk,0
got many cool thing headset usb drive iphone charger galore earphone must 1k product rad,0
google marissa mayer awesome marissagoogle,0
google marissa mayer location based fast fun future,0
google marissa mayer next looking forward,0
google marissa mayer mobile phone cursor connects physical digital world,0
watching marissa mayer talk advanced future google location based augmented reality project cool,0
massive line apple store agree wait perhaps late early adopter,0
google mayer google map route around feature save yr drive time every day missed amount gas save anyone,0
want time said ipad schedule heavier laptop ipad already,0
omg sign officially come grill get make iphone case,0
yup apple come cool technology one ever heard go conference,0
nice apple open pop store festival ipad mac,0
yawn apple set open pop shop interactive conference apple ipad2,0
yay apple opening temp store austin via ipad2,0
rocking note working awesome mbp iphone app sync transparently,0
new android 3 0 great wait use,0
guess excuse get ipad,0
haha many use apple cause one us window voluntarily kawasaki thisisdare,0
yay hoot new blog post hootsuite mobile update iphone blackberry android,0
haha bet lot nerd using iphone light saber app barroom brawl instead fist,0
lol bet lot nerd using iphone light saber app barroom brawl instead fist,0
cool rumor apple opening temporary store downtown austin ipad,0
srsly rumor apple temporary store downtown austin ipad launch,0
yup ipad envy roof thanks every person,0
fab spilled bean next platform 4 flipboard iphone workin sxflip,0
lucky scored mophie juice pack tradeshow double iphone battery,0
sweet opening temporary store downtown austin ipad launch,0
wow google launch major new social network called circle possibly today,0
zomg special apple store ipad line block long plixi com p 83323324 plixi com p 83323414,0
thanks lovin app update iphone sure download familiarize w usguys,0
casually mentioned forecast dow six day ahead based google mood analysis twitter data smvis imrich,0
marcelosomers new version google map mobile pretty amazing vector based fast marcelosomers,0
might need go apple today think x w key worn,1
got mine disagree peter cashmore ipad minor improvement worth unless burn,1
within month ipad severely autistic 9 year old mastered puzzle game poursite,0
strong rumour abt google unveiling new social network called circle look interesting,0
google bavc launch impact dashboard web app collect host visualize data real time bavc org impact,0
doodle competition invite kid create doodle winner put google com celebrate awesomeness googledoodle,0
initial impression white ipad awesome seems much quicker web browsing even shitty wifi,0
apple trump nvidia tablet gaming entry friend house,0
really tempted get ipad,0
nope seems google circle launch today,1
apple seems winning app world,0
seattle peep today replacement iphone hand back action,0
twitter iphone app day heading want tweet lot help,1
restored apple made smart phone unleash hell,0
got hand ipad mixed feeling magnetic cover overall great improvemnt,0
got ipad courtesy pop store austin yay allowing amount available ipads rise,0
got ipad white 64gb wifi blue cover thing sell apple store,0
iphone crashed fresh restore lost fave dali canvas pak ever get back also,1
today last day apple pop vacation start tomorrow great experience,0
time late night ipad2 purchase apple store w 75 others,0
got mophie juice pack plus iphone 4 ready double battery life ftw,0
sound voice shot exploiting apple best buy 14 day return policy imacs brilliant,0
sound voice shot exploiting apple best buy 14 day return policy imacs brilliant,0
ahhh darn according google confirmed launching,1
35 million mile day driven google map navigation assisted marissa mayer gps biz toast,0
australian business profit may interested seo insight google bing digibiz,0
fun creating dynamic google doc opposite side killcommunity room,0
crowley cashmore think ipad minor step tell people standing line apple pop store,0
google launch major new social network called circle possibly today twnp socmedia,0
lose hour tonight attendee blame microsoft apple get credit fixing christmas,0
please hear people talk ipad preferrably hashtags really deficit life,1
innovation banking coming mobile innovator apple google verizon bankinnovation,0
tron ipad app swish behind scene footage director note syncs blueray playing film,0
think ipad eminent typing thoughtful note phone working mac book big handwriting ridic day conquered,0
verizon iphone kicking hairy butt phone,0
verizon iphone kicking hairy butt phone,0
woman great fessing issue admitting google could better,1
lisa cohen announced iphone app month sweet comcom,0
mike tyson launched iphone game tech news,0
wanting line unconfirmed apple pop store ipad,0
waiting line ipad said may left crossing finger,0
love apple come cool technology one ever heard go conference,0
order 2 week wait decided need ipad usguys,0
left brain search google right brain search x best session today covering semantic web recommendation,0
never seen many apple product life,0
never seen many head turn one point someone apple asks question reid hoffman,0
podcast social business summit011 austin listened new iphone delight,0
rumor apple opening temporary store downtown austin ipad launch,0
sitting floor behind guy fondling new ipad disturbing way,1
sitting ground waiting ipad austin apple popup store geek,0
window scarborough building corner 6th congress blacked apple pop store born welivehere,0
taken iphone ipad apps granted realizing amazing apps big applause designer devs,0
town sure check u using google place foursquare kick as deal foursquare googleplaces,0
fun w new check feature iphone see latest article roll 4square,0
mike tyson want iphone knockout cnet blog,0
going today share photo video ireport cnn iphone app,0
fun google analytics berklee topspin class used great info marketing music,0
apple woke sandwiched iphone ipad forgot much like geek spring break,0
get ipad yes depressed,0
lol see single pc user around macbooks ipads web devs definitely apple folk apple,0
grouped nice app group aber leider nur f r iphone,0
